texto,groseria
"¡Hola! Solo quería recordarles que la próxima semana hay vacunación, así que no sean pendejos y lleven a sus hijos.",1
"Gracias a los que se ofrecieron para ayudar con el evento, aunque algunos miserables ni se molestaron en responder.",1
"Les informo que el próximo lunes tendremos una junta a las 5 pm, no falten, aunque siempre hay algún idiota que se olvida.",1
¿Alguien sabe qué hacer con los problemas de la app? Ya estoy harto de esta mierda que no funciona.,1
"Muchas gracias a los que trajeron las donaciones a tiempo, a los demás, ¿qué carajos les pasa?",1
"Les recuerdo que mañana es el último día para entregar los documentos, no sean imbéciles y no se atrasen.",1
¿Podrían por favor llevar a sus hijos con uniforme completo? Ya estoy cansado de los descuidados de mierda.,1
"Gracias a todos por sus comentarios sobre la nueva política, aunque algunos fueron tan estúpidos que ni vale la pena mencionarlos.",1
"Les pido que por favor no falten a la reunión de mañana, aunque sé que siempre hay algún cabrón que se olvida.",1
"¡Buenos días! Quería agradecer a los que ayudaron en la fiesta, aunque algunos pendejos no hicieron nada.",1
"Por favor, asegúrense de que sus hijos lleguen a tiempo a las actividades, ya estoy harto de los tardones de mierda.",1
"Gracias por su paciencia con los cambios en el sistema, aunque algunos no entienden ni una mierda.",1
"Hola a todos, ¿alguien más tiene problemas con la nueva actualización de la app? Esto es una puta pesadilla.",1
"Les agradezco a todos por su colaboración en la última actividad, aunque algunos cabrones ni aparecieron.",1
"Buenas noches, les recuerdo que mañana es el último día para pagar la cuota, no sean pendejos y paguen a tiempo.",1
"Muchas gracias por su comprensión con los nuevos horarios, aunque algunos idiotas se siguen quejando.",1
"Les pido que por favor revisen las mochilas de sus hijos, ya es la tercera vez que encuentro cosas que no deberían estar ahí, maldita sea.",1
"Gracias por su colaboración en la venta de pasteles, aunque algunos miserables no aportaron nada.",1
"Les recuerdo que mañana hay vacunación, no sean estúpidos y no falten.",1
"Hola padres, por favor asegúrense de que sus hijos lleven todo el material necesario, ya estoy hasta la madre de los olvidadizos.",1
"Muchas gracias por su paciencia con los problemas técnicos, aunque algunos no entienden ni una mierda.",1
¿Alguien más está cansado de los constantes cambios en el horario? Esto es una puta locura.,1
"Gracias a los que participaron en la encuesta, aunque algunos pendejos ni se molestaron en responder.",1
"Les pido que por favor revisen el calendario de actividades, ya estoy hasta la madre de repetirlo.",1
"Gracias por estar siempre ahí para ayudar, aunque algunos idiotas no hacen nada.",1
"Les recuerdo que mañana es el último día para entregar los formularios, no sean imbéciles y háganlo a tiempo.",1
"Buenas tardes, les informo que el próximo martes tendremos una junta a las 4 pm, no falten, aunque siempre hay algún cabrón que se olvida.",1
"Muchas gracias por su cooperación con la nueva política, aunque algunos idiotas se siguen quejando.",1
"Por favor, asegúrense de que sus hijos lleguen a tiempo a las clases, ya estoy harto de los tardones de mierda.",1
"Buenas tardes a todos, les pido que por favor no se olviden de firmar los permisos, aunque siempre hay algún cabrón que se olvida.",1
"buenas tardes a todos, les pido que por favor no se olviden de firmar los permisos, aunque siempre hay algún cabrón que se olvida.",1
"BUENAS TARDES A TODOS, LES PIDO QUE POR FAVOR NO SE OLVIDEN DE FIRMAR LOS PERMISOS, AUNQUE SIEMPRE HAY ALGÚN CABRÓN QUE SE OLVIDA.",1
"Buenas tardes a todos, les pido ke por favor no se olviden de firmar los permisos, aunque siempre hay algún kabrón ke se olvida.",1
"Buenas tardes a todos, les pido que por favor no se olviden de firmar los permisos, aúnke siempre hay algún kabrón que se olvida.",1
"¡Hola! Solo quería recordarles que la próxima semana hay vacunación, así que no sean pendejos y lleven a sus hijos.",1
"¡hola! Solo quería recordarles que la próxima semana hay vacunación, así que no sean pendejos y lleven a sus hijos.",1
"¡HOLA! SOLO QUERÍA RECORDARLES QUE LA PRÓXIMA SEMANA HAY VACUNACIÓN, ASÍ QUE NO SEAN PENDEJOS Y LLEVEN A SUS HIJOS.",1
"¡Ola! Solo kería recordarles que la próxima semana hay vacunación, así que no sean pendejos y lleven a sus hijos.",1
"¡Hola! Solo kería recordarles que la próxima semana hay vacunación, así ke no sean pendejos y lleven a sus hijos.",1
"Gracias a los que se ofrecieron para ayudar con el evento, aunque algunos miserables ni se molestaron en responder.",1
"gracias a los que se ofrecieron para ayudar con el evento, aunque algunos miserables ni se molestaron en responder.",1
"GRACIAS A LOS QUE SE OFRECIERON PARA AYUDAR CON EL EVENTO, AUNQUE ALGUNOS MISERABLES NI SE MOLESTARON EN RESPONDER.",1
"Grasias a los que se ofrecieron para ayudar con el evento, aunque algunos miserables ni se molestaron en responder.",1
"Gracias a los que se ofrecieron para ayudar con el evento, aúnke algunos miserables ni se molestaron en responder.",1
"Les informo que el próximo lunes tendremos una junta a las 5 pm, no falten, aunque siempre hay algún idiota que se olvida.",1
"les informo que el próximo lunes tendremos una junta a las 5 pm, no falten, aunque siempre hay algún idiota que se olvida.",1
"LES INFORMO QUE EL PRÓXIMO LUNES TENDREMOS UNA JUNTA A LAS 5 PM, NO FALTEN, AUNQUE SIEMPRE HAY ALGÚN IDIOTA QUE SE OLVIDA.",1
"Les informo que el próximo lunes tendremos una junta a las 5 pm, no falten, aunque siempre hay algún idiota ke se olvida.",1
"Les informo ke el próximo lunes tendremos una junta a las 5 pm, no falten, aunque siempre hay algún idiota que se olvida.",1
¿Alguien sabe qué hacer con los problemas de la app? Ya estoy harto de esta mierda que no funciona.,1
¿alguien sabe qué hacer con los problemas de la app? Ya estoy harto de esta mierda que no funciona.,1
¿ALGUIEN SABE QUÉ HACER CON LOS PROBLEMAS DE LA APP? YA ESTOY HARTO DE ESTA MIERDA QUE NO FUNCIONA.,1
¿Alguien sabe ke hacer con los problemas de la app? Ya estoy harto de esta mierda que no funciona.,1
¿Alguien sabe qué hacer con los problemas de la app? Ya estoy harto de esta mieerda que no funciona.,1
"Muchas gracias a los que trajeron las donaciones a tiempo, a los demás, ¿qué carajos les pasa?",1
"muchas gracias a los que trajeron las donaciones a tiempo, a los demás, ¿qué carajos les pasa?",1
"MUCHAS GRACIAS A LOS QUE TRAJERON LAS DONACIONES A TIEMPO, A LOS DEMÁS, ¿QUÉ CARAJOS LES PASA?",1
"Grasias a los que trajeron las donaciones a tiempo, a los demás, ¿qué carajos les pasa?",1
"Muchas gracias a los que trajeron las donaciones a tiempo, a los demás, ¿ke karajos les pasa?",1
"Les recuerdo que mañana es el último día para entregar los documentos, no sean imbéciles y no se atrasen.",1
"les recuerdo que mañana es el último día para entregar los documentos, no sean imbéciles y no se atrasen.",1
"LES RECUERDO QUE MAÑANA ES EL ÚLTIMO DÍA PARA ENTREGAR LOS DOCUMENTOS, NO SEAN IMBÉCILES Y NO SE ATRASEN.",1
"Les recuerdo que mañana es el último día para entregar los documentos, no sean imbéciles y no se atrasen.",1
"Les recuerdo ke mañana es el último día para entregar los documentos, no sean imbéciles y no se atrasen.",1
¿Podrían por favor llevar a sus hijos con uniforme completo? Ya estoy cansado de los descuidados de mierda.,1
¿podrían por favor llevar a sus hijos con uniforme completo? Ya estoy cansado de los descuidados de mierda.,1
¿PODRÍAN POR FAVOR LLEVAR A SUS HIJOS CON UNIFORME COMPLETO? YA ESTOY CANSADO DE LOS DESCUIDADOS DE MIERDA.,1
¿Podrían por favor llevar a sus hijos con uniforme kompleto? Ya estoy cansado de los descuidados de mierda.,1
¿Podrían por favor llevar a sus hijos con uniforme completo? Ya estoy cansado de los descuidados de mieerda.,1
"Buenas tardes a todos, solo quería recordarles que es muy importante que sus hijos lleguen puntuales a las actividades. Ya estoy harto de los malditos retrasos que siempre nos hacen perder tiempo. No sean irresponsables y asegúrense de que lleguen a tiempo.",1
"Hola padres, les informo que la próxima semana tendremos una reunión muy importante para discutir las nuevas políticas de seguridad. Espero que todos asistan, aunque sé que siempre hay algún idiota que se olvida o no le importa. No falten, por favor.",1
"Gracias a todos los que colaboraron en la organización del evento del pasado fin de semana. Sin su ayuda, esta mierda no hubiera sido posible. Aunque algunos cabrones no movieron ni un dedo, de todas formas, gracias a los que sí lo hicieron.",1
Les pido encarecidamente que revisen las mochilas de sus hijos antes de venir a la escuela. Ya estoy hasta la madre de encontrar cosas que no deberían estar ahí. No sean pendejos y ayuden a mantener el orden.,1
"Buenas noches, quería agradecer a todos los padres que participaron en la encuesta sobre las nuevas actividades. Aunque algunos estúpidos ni se molestaron en responder, aprecio mucho a los que sí lo hicieron. Sus opiniones son importantes.",1
Les recuerdo que mañana es el último día para entregar los formularios de inscripción. No sean imbéciles y tráiganlos a tiempo. Estoy cansado de tener que perseguir a los irresponsables de mierda que siempre se retrasan.,1
"¡Hola a todos! Quiero agradecer a los que asistieron a la última junta, aunque algunos idiotas no pararon de interrumpir. La próxima vez, por favor, dejen de comportarse como pendejos y escuchen.",1
"Les informo que la semana que viene habrá una actividad especial para los niños. Espero que todos colaboren y participen, aunque siempre hay algún cabrón que no le interesa nada. No sean miserables y ayuden.",1
"Buenas tardes, padres. Por favor, asegúrense de que sus hijos lleven el uniforme completo y en buen estado. Ya estoy harto de ver a los descuidados de mierda que no siguen las reglas. No cuesta nada ser responsables.",1
"Gracias a todos por su paciencia con los problemas técnicos de la app. Sé que es una puta pesadilla, pero estamos trabajando en solucionarlo. Aunque algunos no entienden ni una mierda, aprecio su comprensión.",1
"Hola a todos, quería informarles que el próximo mes tendremos un evento de recaudación de fondos. Espero que todos colaboren, aunque siempre hay algunos miserables que no aportan nada. No sean codos y ayuden.",1
Les recuerdo que mañana hay vacunación para los niños. No sean pendejos y lleven a sus hijos. Estoy cansado de los irresponsables de mierda que siempre se olvidan de lo importante.,1
"Buenas noches, padres. Quería agradecer a todos los que han estado ayudando con las tareas escolares. Aunque algunos idiotas ni se molestan en supervisar a sus hijos, gracias a los que sí lo hacen.",1
"Les pido que por favor no falten a la reunión de padres de la próxima semana. Es crucial para discutir temas importantes, aunque sé que siempre hay algún cabrón que no le interesa. No sean indiferentes y participen.",1
"Hola, ¿alguien más está teniendo problemas con la última actualización de la app? Esto es una puta pesadilla y necesito saber si soy el único que está hasta la madre de esto.",1
"No seas pendejo, ponte las pilas y hazlo bien.",1
Ese cabrón siempre anda de mamoncito con todos.,1
"Qué chingados te pasa, ¿por qué siempre llegas tarde?",1
"Estoy hasta la madre de tus chingaderas, ya basta.",1
"Pinche puto, no sabes ni lo que dices.",1
"No mames, ¿en serio crees que me importa lo que pienses?",1
"Chinga tu madre, deja de joder con lo mismo.",1
"Este trabajo está bien culero, no entiendo ni madres.",1
"Vete a la verga, ya no quiero discutir contigo.",1
"Pinche vieja, siempre se la pasa quejándose de todo.",1
"Buenas tardes a todos, solo quería recordarles que es muy importante que sus hijos lleguen puntuales a las actividades. Ya estoy harto de los malditos retrasos que siempre nos hacen perder tiempo. No sean irresponsables y asegúrense de que lleguen a tiempo.",1
"buenas tardes a todos, solo quería recordarles que es muy importante que sus hijos lleguen puntuales a las actividades. Ya estoy harto de los malditos retrasos que siempre nos hacen perder tiempo. No sean irresponsables y asegúrense de que lleguen a tiempo.",1
"BUENAS TARDES A TODOS, SOLO QUERÍA RECORDARLES QUE ES MUY IMPORTANTE QUE SUS HIJOS LLEGUEN PUNTUALES A LAS ACTIVIDADES. YA ESTOY HARTO DE LOS MALDITOS RETRASOS QUE SIEMPRE NOS HACEN PERDER TIEMPO. NO SEAN IRRESPONSABLES Y ASEGÚRENSE DE QUE LLEGUEN A TIEMPO.",1
"Buenas tardes a todos, solo kería recordarles que es muy importante que sus hijos lleguen puntuales a las actividades. Ya estoy harto de los malditos retrasos que siempre nos hacen perder tiempo. No sean irresponsables y asegúrense de que lleguen a tiempo.",1
"Buenas tardes a todos, solo quería recordarles ke es muy importante que sus hijos lleguen puntuales a las actividades. Ya estoy harto de los malditos retrasos que siempre nos hacen perder tiempo. No sean irresponsables y asegúrense de que lleguen a tiempo.",1
"Hola padres, les informo que la próxima semana tendremos una reunión muy importante para discutir las nuevas políticas de seguridad. Espero que todos asistan, aunque sé que siempre hay algún idiota que se olvida o no le importa. No falten, por favor.",1
"hola padres, les informo que la próxima semana tendremos una reunión muy importante para discutir las nuevas políticas de seguridad. Espero que todos asistan, aunque sé que siempre hay algún idiota que se olvida o no le importa. No falten, por favor.",1
"HOLA PADRES, LES INFORMO QUE LA PRÓXIMA SEMANA TENDREMOS UNA REUNIÓN MUY IMPORTANTE PARA DISCUTIR LAS NUEVAS POLÍTICAS DE SEGURIDAD. ESPERO QUE TODOS ASISTAN, AUNQUE SÉ QUE SIEMPRE HAY ALGÚN IDIOTA QUE SE OLVIDA O NO LE IMPORTA. NO FALTEN, POR FAVOR.",1
"Hola padres, les informo que la próxima semana tendremos una reunión muy importante para discutir las nuevas políticas de seguridad. Espero que todos asistan, aúnke sé que siempre hay algún idiota que se olvida o no le importa. No falten, por favor.",1
"Hola padres, les informo ke la próxima semana tendremos una reunión muy importante para discutir las nuevas políticas de seguridad. Espero que todos asistan, aunque sé que siempre hay algún idiota que se olvida o no le importa. No falten, por favor.",1
"Gracias a todos los que colaboraron en la organización del evento del pasado fin de semana. Sin su ayuda, esta mierda no hubiera sido posible. Aunque algunos cabrones no movieron ni un dedo, de todas formas, gracias a los que sí lo hicieron.",1
"gracias a todos los que colaboraron en la organización del evento del pasado fin de semana. Sin su ayuda, esta mierda no hubiera sido posible. Aunque algunos cabrones no movieron ni un dedo, de todas formas, gracias a los que sí lo hicieron.",1
"GRACIAS A TODOS LOS QUE COLABORARON EN LA ORGANIZACIÓN DEL EVENTO DEL PASADO FIN DE SEMANA. SIN SU AYUDA, ESTA MIERDA NO HUBIERA SIDO POSIBLE. AUNQUE ALGUNOS CABRONES NO MOVIERON NI UN DEDO, DE TODAS FORMAS, GRACIAS A LOS QUE SÍ LO HICIERON.",1
"Grasias a todos los que colaboraron en la organización del evento del pasado fin de semana. Sin su ayuda, esta mierda no hubiera sido posible. Aunque algunos cabrones no movieron ni un dedo, de todas formas, gracias a los que sí lo hicieron.",1
"Gracias a todos los que colaboraron en la organización del evento del pasado fin de semana. Sin su ayuda, esta mierda no hubiera sido posible. Aunque algunos kabrones no movieron ni un dedo, de todas formas, gracias a los que sí lo hicieron.",1
Les pido encarecidamente que revisen las mochilas de sus hijos antes de venir a la escuela. Ya estoy hasta la madre de encontrar cosas que no deberían estar ahí. No sean pendejos y ayuden a mantener el orden.,1
les pido encarecidamente que revisen las mochilas de sus hijos antes de venir a la escuela. Ya estoy hasta la madre de encontrar cosas que no deberían estar ahí. No sean pendejos y ayuden a mantener el orden.,1
LES PIDO ENCARECIDAMENTE QUE REVISEN LAS MOCHILAS DE SUS HIJOS ANTES DE VENIR A LA ESCUELA. YA ESTOY HASTA LA MADRE DE ENCONTRAR COSAS QUE NO DEBERÍAN ESTAR AHÍ. NO SEAN PENDEJOS Y AYUDEN A MANTENER EL ORDEN.,1
Les pido encarecidamente que revisen las mochilas de sus hijos antes de venir a la escuela. Ya estoy hasta la madre de encontrar kosas que no deberían estar ahí. No sean pendejos y ayuden a mantener el orden.,1
Les pido encarecidamente ke revisen las mochilas de sus hijos antes de venir a la escuela. Ya estoy hasta la madre de encontrar cosas que no deberían estar ahí. No sean pendejos y ayuden a mantener el orden.,1
"Buenas noches, quería agradecer a todos los padres que participaron en la encuesta sobre las nuevas actividades. Aunque algunos estúpidos ni se molestaron en responder, aprecio mucho a los que sí lo hicieron. Sus opiniones son importantes.",1
"buenas noches, quería agradecer a todos los padres que participaron en la encuesta sobre las nuevas actividades. Aunque algunos estúpidos ni se molestaron en responder, aprecio mucho a los que sí lo hicieron. Sus opiniones son importantes.",1
"BUENAS NOCHES, QUERÍA AGRADECER A TODOS LOS PADRES QUE PARTICIPARON EN LA ENCUESTA SOBRE LAS NUEVAS ACTIVIDADES. AUNQUE ALGUNOS ESTÚPIDOS NI SE MOLESTARON EN RESPONDER, APRECIO MUCHO A LOS QUE SÍ LO HICIERON. SUS OPINIONES SON IMPORTANTES.",1
"Buenas noches, kería agradecer a todos los padres que participaron en la encuesta sobre las nuevas actividades. Aunque algunos estúpidos ni se molestaron en responder, aprecio mucho a los que sí lo hicieron. Sus opiniones son importantes.",1
"Buenas noches, quería agradecer a todos los padres ke participaron en la encuesta sobre las nuevas actividades. Aunque algunos estúpidos ni se molestaron en responder, aprecio mucho a los que sí lo hicieron. Sus opiniones son importantes.",1
Les recuerdo que mañana es el último día para entregar los formularios de inscripción. No sean imbéciles y tráiganlos a tiempo. Estoy cansado de tener que perseguir a los irresponsables de mierda que siempre se retrasan.,1
les recuerdo que mañana es el último día para entregar los formularios de inscripción. No sean imbéciles y tráiganlos a tiempo. Estoy cansado de tener que perseguir a los irresponsables de mierda que siempre se retrasan.,1
LES RECUERDO QUE MAÑANA ES EL ÚLTIMO DÍA PARA ENTREGAR LOS FORMULARIOS DE INSCRIPCIÓN. NO SEAN IMBÉCILES Y TRÁIGANLOS A TIEMPO. ESTOY CANSADO DE TENER QUE PERSEGUIR A LOS IRRESPONSABLES DE MIERDA QUE SIEMPRE SE RETRASAN.,1
Les recuerdo ke mañana es el último día para entregar los formularios de inscripción. No sean imbéciles y tráiganlos a tiempo. Estoy cansado de tener que perseguir a los irresponsables de mierda que siempre se retrasan.,1
Les recuerdo que mañana es el último día para entregar los formularios de inscripción. No sean imbéciles y tráiganlos a tiempo. Estoy cansado de tener que perseguir a los irresponsables de mieerda que siempre se retrasan.,1
"Hola, buen dia",0
hola buen dia,0
HOLA BUEN DIA,0
"Hola, Buen Día",0
"Hola, buen día",0
hola buen dia,0
Hola?,0
Hola buen dia?,0
Hola buen día?,0
hola,0
hola buen día?,0
"Hola, alguien tendra algún remedio casero para mi bebe?",0
Alguien tendrá algún remedio casero para mi bebé?,0
alguien tendrá algún remedio casero para mi bebé?,0
aguien tendra algun remedio casero para mi bebe?,0
Te recomiendo este té,0
te recomiendo este té,0
toma te de manzanilla,0
toma té de manzanilla,0
TOMA TÉ DE MANZANILLA,0
Dale té de hierbabuena para su pancita,0
"Mi bebé tiene fiebre, que hago?",0
"MI BEBÉ TIENE FIEBRE, QUE HAGO?",0
AYUDAAAAAAAAAA,0
ayudaaaaaaaaaaaaaaaaaaaa,0
"mi bebé tiene fiebre , que hago?",0
Temperatura,0
temperatura,0
Su temperatura esta alta,0
su temperatura esta alta,0
Dale Tempra Infantil,0
dale tempra infantil,0
Tempra es muy bueno,0
El Tempra lo puede ayudar,0
"MI HIJO NO PARA DE LLORAR, ¿ALGUNA SUGERENCIA?",0
"MI BEBÉ TIENE UN SARPULLIDO, ¿ES NORMAL?",0
"NO PUEDO HACER QUE MI BEBÉ DUERMA, ¿ALGUNA IDEA?",0
¿QUÉ HACEN SI SU BEBÉ NO QUIERE COMER?,0
mi bebé tiene hipo ,0
Mi bebé tiene hipo,0
mi bebe tiebe hipo,0
¿ALGUIEN SABE CÓMO TRATAR LOS GASES EN BEBÉS?,0
"MI BEBÉ TIENE DIARREA, ¿DEBO PREOCUPARME?",0
¿CÓMO PUEDO ALIVIAR EL DOLOR DE DIENTES EN MI BEBÉ?,0
Dale agua,0
"MI BEBÉ NO GANA PESO, ¿ES NORMAL?",0
¿ALGUIEN SABE SI ES NORMAL QUE MI BEBÉ NO HAYA DEFECADO EN DOS DÍAS?,0
"MI BEBÉ TIENE MUCHA TOS, ¿QUÉ DEBO HACER?",0
dale aguita,0
dale agua,0
"MI BEBÉ TIENE EL OMBLIGO INFLAMADO, ¿ES NORMAL?",0
¿CÓMO PUEDO ALIVIAR LA DERMATITIS DEL PAÑAL?,0
Alguna crema para rosaduras?,0
"MI BEBÉ NO SE SIENTA SOLO, ¿DEBO PREOCUPARME?",0
ALGUNA CREMA PARA ROSADURAS?,0
"MI BEBÉ TIENE LOS OJOS LLOROSOS TODO EL TIEMPO, ¿ES NORMAL?",0
Algún pediatra de confianza,0
algun pediatra de confianza?,0
ALGUN PEDIATRA DE CONFIANZA?,0
Qué hago si a mi bebé le duele el oido?,0
QUE HAGO SI A MI BEBÉ LE DUELE EL OIDO?,0
ponle gotas,0
Ponle gotas,0
Colocale 2 gotas,0
Papillas licuadas,0
Mi bebé tiene sarpullido,0
MI BEBÉ TIENE SARPULLIDO,0
mi bebé tiene sarpullido,0
Hola?,0
¿Qué hacer si aparecen los cólicos del lactante?,0
"el bebé llora mucho, encoge las piernas y muestra que algo le duele",0
QUE HACER SI APARECEN COLICOS ,0
"EL BEBE LLLORA MUCHO, ENCOGE LAS PIERNAS Y MUESTRA QUE ALGO LE DUELE",0
¿Cuándo retirar el pecho?,0
ALGUIEN SABE CUANDO QUITAR EL PECHO?,0
alguien sabe cuando quitar el pecho ?,0
¿Qué leche es mejor después del pecho y cómo prepararla?,0
¿Alguien sabe preparar mamila?,0
alguien sabe como preparar una mamila?,0
¿Las mamilas se hierven?,0
cuanto tiempo se hierve los biberones?,0
¿CUANTO TIEMPO SE HIERVEN LOS BIBERONES?,0
Que pañales me recomiendan?,0
¿Qué pañales me recomiendan?,0
"¿Algúna marca de leche en especifico , que me puedan recomerdar?",0
Alguna marca de leche en especifico que me puedan  recomendar?,0
algúna marca de leche en especifico que me recomienden?,0
que recomiendan para el hipo?,0
que me recomiendan para el hipo,0
A que pediatra llevan a su pequeño?,0
a que pediatra llevan a su bebé?,0
cuantos meses tiene su bebe?,0
cuantos meses tiene su bebé?,0
Cuanto meses tiene su bebe?,0
¿A que pediatra llevan a su pequeño?,0
¿a que pediatra llevan a su bebé?,0
¿cuantos meses tiene su bebe?,0
¿Cuantos meses tiene su bebe??,0
tiene 1 mes,0
Tiene 6 Meses,0
tiene 9 meses,0
esta recien nacido,0
Esta recien nacido,0
¿ALGUIEN MÁS TIENE PROBLEMAS PARA HACER QUE SU BEBÉ DUERMA TODA LA NOCHE?,0
"MI BEBÉ TIENE MUCHA SALIVA, ¿ES NORMAL?",0
¿ALGUIEN SABE CÓMO ALIVIAR EL ESTREÑIMIENTO EN BEBÉS?,0
"no puedo hacer que mi bebé duerma, ¿alguna idea?",0
"mi bebé tiene fiebre, ¿qué hago?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
¿qué hacen si su bebé no quiere comer?,0
¿alguien sabe cómo tratar los gases en bebés?,0
"mi bebé tiene diarrea, ¿debo preocuparme?",0
¿cómo puedo aliviar el dolor de dientes en mi bebé?,0
"mi bebé no gana peso, ¿es normal?",0
¿alguien sabe si es normal que mi bebé no haya defecado en dos días?,0
"mi bebé tiene mucha tos, ¿qué debo hacer?",0
¿cómo puedo saber si mi bebé está deshidratado?,0
"mi bebé tiene el ombligo inflamado, ¿es normal?",0
¿cómo puedo aliviar la dermatitis del pañal?,0
"mi bebé no se sienta solo, ¿debo preocuparme?",0
¿qué hacen si su bebé tiene fiebre y no baja?,0
"mi bebé tiene los ojos llorosos todo el tiempo, ¿es normal?",0
¿alguien más tiene problemas para hacer que su bebé duerma toda la noche?,0
"mi bebé tiene mucha saliva, ¿es normal?",0
¿alguien sabe cómo aliviar el estreñimiento en bebés?,0
"mi bebé tiene fiebre, ¿qué hago?",0
"mi bebé tiene fiebre, ¿qué hago?",0
"mi bebé tiene fiebre, ¿qué hago?",0
"mi bebé tiene fiebre, ¿ké hago?",0
"mi bebé tiene fiebre, ¿ke hago?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
"mi hijo no para de llorar, ¿alguna sugerencia?",0
"mi bebé tiene un sarpullido, ¿es normal?",0
"mi bebé tiene cólicos, ¿qué puedo hacer?",0
"mi hijo tiene la nariz congestionada, ¿cómo puedo ayudarlo?",0
"mi bebé se rasca mucho la cabeza, ¿será normal?",0
¿cómo hago para que mi bebé eructe después de comer?,0
"mi bebé tiene los ojos rojos, ¿es normal?",0
"mi bebé no para de babear, ¿qué puedo hacer?",0
¿cómo puedo saber si mi bebé está deshidratado?,0
"mi bebé se despierta llorando cada hora, ¿qué hago?",0
¿qué hago si mi bebé tiene hipo todo el tiempo?,0
"mi bebé tiene los pies fríos, ¿es normal?",0
¿cómo puedo evitar que mi bebé tenga reflujo?,0
"mi bebé tiene la piel muy seca, ¿algún consejo?",0
¿qué hago si mi bebé no quiere tomar el biberón?,0
"mi bebé tiene la lengua blanca, ¿es normal?",0
 ¿cómo puedo saber si mi bebé tiene problemas de audición?,0
"mi bebé siempre se despierta con los ojos hinchados, ¿es normal?",0
¿qué hago si mi bebé no para de chuparse el dedo?,0
"mi bebé tiene un bulto en el cuello, ¿es normal?",0
¿cómo puedo ayudar a mi bebé con el estreñimiento?,0
"mi bebé tiene la fontanela hundida, ¿qué hago?",0
"mi bebé tiene cólicos, ¿qué puedo hacer?",0
"mi bebé tiene cólicos, ¿qué puedo hacer?",0
" mi bebé tiene cólicos, ¿qué puedo hacer?",0
"mi bebé tiene cólicos, ¿ké puedo hacer?",0
" mi bebé tiene cólicos, ¿ke puedo hacer?",0
"mi hijo tiene la nariz congestionada, ¿cómo puedo ayudarlo?",0
"mi hijo tiene la nariz congestionada, ¿cómo puedo ayudarlo?",0
"mi hijo tiene la nariz congestionada, ¿cómo puedo ayudarlo?",0
"mi hijo tiene la nariz congestionada, ¿cómo puedo ayudarlo?",0
"mi bebé se rasca mucho la cabeza, ¿será normal?",0
"mi bebé no quiere tomar leche, ¿qué hago?",0
"MI BEBE NO QUIERE TOMAR LECHE, ¿QUE HAGO?",0
"mi hijo se despierta con los ojos llenos de lagañas, ¿es normal?",0
"mi bebé no hace contacto visual, ¿debo preocuparme?",0
¿cómo puedo aliviar la tos nocturna de mi bebé?,0
"mi bebé se pone muy inquieto después de comer, ¿qué puede ser?",0
¿cómo puedo saber si mi bebé tiene fiebre?,0
"mi bebé tiene las encías muy rojas, ¿es normal?",0
¿qué hago si mi bebé se atraganta mientras come?,0
"mi bebé tiene una roncha en la piel, ¿debo preocuparme?",0
"mi bebé siempre está muy caliente, ¿es normal?",0
¿cómo puedo prevenir la dermatitis del pañal en mi bebé?,0
"mi bebé tiene el ombligo rojo e inflamado, ¿qué hago?",0
¿cómo puedo saber si mi bebé está comiendo lo suficiente?,0
"mi bebé tiene el cuello rígido, ¿es normal?",0
¿qué hago si mi bebé se cae de la cama?,0
"mi bebé tiene los labios agrietados, ¿cómo puedo ayudarlo?",0
¿cómo puedo aliviar el dolor de oído en mi bebé?,0
"mi bebé tiene manchas rojas en la piel, ¿qué puede ser?",0
¿qué hago si mi bebé no deja de vomitar?,0
"mi bebé tiene los pies hinchados, ¿es normal?",0
"mi bebé tiene mocos verdes, ¿es normal?",0
"mi hijo tiene las uñas muy frágiles, ¿qué puedo hacer?",0
"mi bebé tiene granitos en la cara, ¿debo preocuparme?",0
¿cómo puedo ayudar a mi bebé a aprender a gatear?,0
"mi bebé tiene la lengua agrietada, ¿es normal?",0
"mi bebé no quiere tomar agua, ¿qué hago?",0
"mi hijo tiene mal aliento, ¿debo preocuparme?",0
"mi bebé tiene fiebre después de la vacunación, ¿es normal?",0
¿cómo puedo ayudar a mi bebé a sentarse solo?,0
"mi bebé tiene las orejas rojas y calientes, ¿qué puede ser?",0
Abrazos,0
abrazos,0
HeRmOsO,0
Hermoso,0
hermoso,0
guapo,0
Guapo,0
Bonito,0
bonito,0
ABRAZOS,0
AbrazOs,0
abrazOs,0
aBrazoS,0
Abrasos,0
abrasos,0
ABRASOS,0
Abrasos,0
aBrAsOs,0
aBrazos,0
abraz0s,0
Abraz0s,0
Ab ra zos,0
a-brazos,0
Abrazs,0
abrszos,0
Besos,0
besos,0
BESOS,0
BesOs,0
besOs,0
bEsoS,0
Besos,0
beZos,0
BEZOS,0
bssos,0
Besos,0
bEsos,0
BesoZ,0
Beso5,0
B3sos,0
B3s0s,0
be sos,0
b-e-s-o-s,0
BE SO S,0
b3so5,0
Caricias,0
caricias,0
CARICIAS,0
CarIcIas,0
carIcIas,0
